nombre_ies,codigo_ies,ies_padre,registro_unico,codigo_snies_programa,nombre_programa,estado_programa,nivel_academico,modalidad,reconocimiento_ministerio,municipio,departamento,metodologia,area_conocimiento,nucleo_basico_conocimiento,creditos,duracion,periodicidad_admision,fecha_registro,fecha_vencimiento,url_detalle,raw_html,timestamp_extraccion,fuente
UNIVERSIDAD ICESI,1828,1828,,116134,MAESTRÍA EN CREACIÓN LITERARIA Y NARRATIVAS DIGITALES,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Ciencias sociales y humanas,"Lenguas modernas, literatura, linguística y afines",37.0,3,Semestral,2023-07-28,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.291325+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD ICESI,1828,1828,,116342,"MAESTRÍA EN DISCAPACIDAD, SALUD Y DERECHOS HUMANOS",Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Ciencias de la salud,Salud pública,41.0,3,Semestral,2023-11-17,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.291478+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD ICESI,1828,1828,35,110418,MAESTRÍA EN EDUCACIÓN,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Ciencias de la educación,Educación,39.0,3,Semestral,2024-09-20,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.291623+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD ICESI,1828,1828,,106507,MAESTRÍA EN EDUCACIÓN MEDIADA POR LAS TIC,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Ciencias de la educación,Educación,39.0,3,Semestral,2024-11-05,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.291798+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD ICESI,1828,1828,28,110379,MAESTRÍA EN ENSEÑANZA DE INGLÉS COMO LENGUA EXTRANJERA,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Ciencias de la educación,Educación,42.0,3,Semestral,2026-04-10,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.291982+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD ICESI,1828,1828,,117103,MAESTRÍA EN EPIDEMIOLOGÍA CLÍNICA,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Ciencias de la salud,Salud pública,56.0,4,Semestral,2024-07-31,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.292132+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD ICESI,1828,1828,,109855,MAESTRÍA EN ESTRATEGIA DIGITAL DE NEGOCIOS,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Economía, administración, contaduría y afines",Administración,44.0,3,Semestral,2021-03-09,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.292307+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD ICESI,1828,1828,,116048,MAESTRÍA EN GERENCIA PARA LA INNOVACIÓN SOCIAL,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Ciencias sociales y humanas,"Sociología, trabajo social y afines",48.0,3,Semestral,2023-05-26,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.292499+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD ICESI,1828,1828,,117295,MAESTRÍA EN GESTIÓN DE LA CADENA DE SUMINISTRO Y OPERACIONES GLOBALES,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Ingeniería, arquitectura, urbanismo y afines",Ingeniería industrial y afines,38.0,3,Semestral,2024-10-10,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.292636+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD ICESI,1828,1828,,103665,MAESTRÍA EN GESTIÓN DE LA INNOVACIÓN,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Ingeniería, arquitectura, urbanismo y afines",Otras ingenierías,36.0,3,Semestral,2021-03-02,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.292806+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD ICESI,1828,1828,,110239,MAESTRÍA EN GESTIÓN DEL TALENTO HUMANO,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Economía, administración, contaduría y afines",Administración,42.0,3,Semestral,2021-06-17,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.292929+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD ICESI,1828,1828,,116049,MAESTRÍA EN GOBIERNO Y POLÍTICAS PÚBLICAS,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Ciencias sociales y humanas,"Ciencia política, relaciones internacionales",38.0,3,Semestral,2023-06-30,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.293054+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD ICESI,1828,1828,,109497,MAESTRIA EN INNOVACION EDUCATIVA,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Ciencias de la educación,Educación,44.0,4,Semestral,2020-10-15,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.293172+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD ICESI,1828,1828,,116338,MAESTRÍA EN INTELIGENCIA ARTIFICIAL APLICADA,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Ingeniería, arquitectura, urbanismo y afines","Ingeniería de sistemas, telemática y afines",37.0,3,Semestral,2024-01-15,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.293289+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTIAGO DE CALI,1829,1805,,102294,TECNOLOGÍA EN DIRECCIÓN DE SERVICIOS TURÍSTICOS,Activo,Pregrado,Virtual,Registro calificado,Palmira,Valle del Cauca,,"Economía, administración, contaduría y afines",Administración,100.0,6,Semestral,2013-03-12,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.293643+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,109580,ADMINISTRACIÓN,Activo,Pregrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Economía, administración, contaduría y afines",Administración,140.0,8,Semestral,2020-11-26,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.293777+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,212,111718,ADMINISTRACION AMBIENTAL,Activo,Pregrado,Virtual,Acreditación de alta calidad,Santiago de Cali,Valle del Cauca,,Sin información,Sin clasificar,140.0,8,Semestral,2024-02-23,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.293917+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,43,110568,CINE,Activo,Pregrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Bellas artes,"Artes plásticas, visuales y afines",143.0,8,Semestral,2021-09-09,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.294064+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,109584,CONTADURÍA PÚBLICA Y FINANZAS,Activo,Pregrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Economía, administración, contaduría y afines",Contaduría pública,140.0,8,Bimestral,2020-11-11,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.294186+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,101,111065,DISEÑO,Activo,Pregrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Bellas artes,Diseño,144.0,8,Semestral,2021-03-03,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.294312+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,89,111034,ESPECIALIZACIÓN EN ANALÍTICA DE BIG DATA,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Ingeniería, arquitectura, urbanismo y afines","Ingeniería de sistemas, telemática y afines",23.0,2,Semestral,2022-05-05,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.294429+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,108915,ESPECIALIZACIÓN EN CIBERSEGURIDAD,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Ingeniería, arquitectura, urbanismo y afines","Ingeniería de sistemas, telemática y afines",23.0,2,Semestral,2019-12-18,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.294548+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,1308,115871,ESPECIALIZACIÓN EN COMERCIO EXTERIOR,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Sin información,Sin clasificar,24.0,2,Semestral,2023-12-01,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.294674+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,23,110371,ESPECIALIZACIÓN EN COMUNICACIÓN ESTRATÉGICA,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Ciencias sociales y humanas,"Comunicación social, periodismo y afines",24.0,2,Semestral,2019-12-18,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.294816+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,108535,ESPECIALIZACIÓN EN COMUNICACIÓN Y PERIODISMO DIGITAL,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Ciencias sociales y humanas,"Comunicación social, periodismo y afines",24.0,2,Semestral,2019-11-27,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.294969+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,184,110789,ESPECIALIZACIÓN EN DERECHOS HUMANOS Y TERRITORIOS,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Ciencias sociales y humanas,"Ciencia política, relaciones internacionales",25.0,2,Bimestral,2019-12-31,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.295107+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,40,110585,ESPECIALIZACIÓN EN DISEÑO PUBLICITARIO EN CONTENIDOS DIGITALES,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Bellas artes,Diseño,24.0,2,Semestral,2021-09-17,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.295226+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,116420,ESPECIALIZACIÓN EN ECONOMÍA CIRCULAR,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Sin información,Sin clasificar,24.0,2,Semestral,2023-12-04,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.295371+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,116251,ESPECIALIZACIÓN EN EDUCACIÓN Y COMUNICACIÓN AMBIENTAL,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Sin información,Sin clasificar,24.0,2,Bimestral,2023-03-16,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.295502+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,68,110785,ESPECIALIZACION EN EFICIENCIA ENERGETICA,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Ingeniería, arquitectura, urbanismo y afines",Ingeniería eléctrica y afines,22.0,2,Semestral,2021-12-13,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.295674+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,8,109817,ESPECIALIZACIÓN EN ESCRITURA CREATIVA EN NUEVOS MEDIOS,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Ciencias sociales y humanas,"Lenguas modernas, literatura, linguística y afines",24.0,2,Semestral,2021-02-16,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.295815+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,1441,117680,ESPECIALIZACIÓN EN ESTRATEGIA PUBLICITARIA DE MARCA EN ENTORNOS DIGITALES,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Ciencias sociales y humanas,"Comunicación social, periodismo y afines",23.0,2,Semestral,2024-03-01,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.295996+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,24,110373,ESPECIALIZACIÓN EN ESTRATEGIAS DE COMUNICACIÓN TRANSMEDIA,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Ciencias sociales y humanas,"Comunicación social, periodismo y afines",26.0,2,Semestral,2021-07-21,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.296137+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,103298,ESPECIALIZACION EN FINANZAS,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Economía, administración, contaduría y afines",Administración,24.0,2,Semestral,2014-05-22,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.296259+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,108616,ESPECIALIZACIÓN EN GERENCIA DE NEGOCIOS DIGITALES,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Economía, administración, contaduría y afines",Administración,26.0,2,Semestral,2019-12-18,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.296376+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,108758,ESPECIALIZACIÓN EN GERENCIA DE PRODUCTIVIDAD E INNOVACIÓN,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Economía, administración, contaduría y afines",Administración,24.0,2,Semestral,2019-12-18,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.296493+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,158,111401,ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Ingeniería, arquitectura, urbanismo y afines",Ingeniería administrativa y afines,23.0,2,Semestral,2019-12-17,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.296615+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,116267,ESPECIALIZACIÓN EN GERENCIA TRIBUTARIA,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Sin información,Sin clasificar,24.0,2,Bimestral,2023-10-17,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.297048+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,20105,ESPECIALIZACION EN GESTION AMBIENTAL,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Matemáticas y ciencias naturales,"Geología, otros programas de ciencias naturales",22.0,2,Semestral,1998-03-21,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.297190+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,116419,ESPECIALIZACIÓN EN GESTIÓN AMBIENTAL,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Sin información,Sin clasificar,22.0,2,Bimestral,2023-12-07,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.297394+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,109577,ESPECIALIZACIÓN EN GESTIÓN AMBIENTAL DE ZONAS COSTERAS,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Matemáticas y ciencias naturales,"Biología, microbiología y afines",22.0,2,Semestral,2020-02-28,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.297539+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,91,111053,ESPECIALIZACION EN INGENIERIA CLINICA,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Ingeniería, arquitectura, urbanismo y afines",Ingeniería biomédica y afines,22.0,2,Semestral,2022-05-10,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.297706+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,49,110743,ESPECIALIZACIÓN EN INNOVACIÓN EDUCATIVA Y TECNOLOGÍAS,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Ciencias de la educación,Educación,24.0,2,Semestral,2021-11-16,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.297829+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,73,111019,ESPECIALIZACIÓN EN INTELIGENCIA ARTIFICIAL,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Ingeniería, arquitectura, urbanismo y afines","Ingeniería de sistemas, telemática y afines",23.0,2,Semestral,2019-12-18,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.297952+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,108757,ESPECIALIZACIÓN EN INTELIGENCIA DE NEGOCIOS CON ÉNFASIS EN BIG DATA,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Economía, administración, contaduría y afines",Administración,26.0,2,Semestral,2019-12-18,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.298098+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,9,109818,ESPECIALIZACIÓN EN INTERCULTURALIDAD Y ESTUDIOS DE GÉNERO,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Bellas artes,"Artes plásticas, visuales y afines",24.0,2,Semestral,2021-02-16,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.298225+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,108693,ESPECIALIZACIÓN EN LOGÍSTICA,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Ingeniería, arquitectura, urbanismo y afines",Ingeniería química y afines,23.0,2,Semestral,2019-12-17,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.298344+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,103299,ESPECIALIZACION EN MERCADEO,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Economía, administración, contaduría y afines",Administración,24.0,2,Semestral,2014-05-22,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.298463+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,10,109819,ESPECIALIZACIÓN EN PERIODISMO DEPORTIVO,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Ciencias sociales y humanas,"Comunicación social, periodismo y afines",24.0,2,Semestral,2021-02-16,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.298584+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,179,111508,ESPECIALIZACIÓN EN PRODUCTOS Y SERVICIOS FINANCIEROS,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Economía, administración, contaduría y afines",Contaduría pública,24.0,2,Semestral,2023-03-31,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.298701+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,108674,ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Ingeniería, arquitectura, urbanismo y afines",Ingeniería química y afines,22.0,2,Bimensual,2020-01-17,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.298818+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,63,111016,INGENIERIA AMBIENTAL,Activo,Pregrado,Virtual,Acreditación de alta calidad,Santiago de Cali,Valle del Cauca,,"Ingeniería, arquitectura, urbanismo y afines","Ingeniería ambiental, sanitaria y afines",158.0,9,Semestral,2022-05-04,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.298939+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,18,110367,INGENIERÍA DE DATOS E INTELIGENCIA ARTIFICIAL,Activo,Pregrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Ingeniería, arquitectura, urbanismo y afines","Ingeniería de sistemas, telemática y afines",141.0,8,Semestral,2021-07-21,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.299057+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,12,110179,INGENIERÍA DE MANUFACTURA,Activo,Pregrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Ingeniería, arquitectura, urbanismo y afines",Ingeniería industrial y afines,144.0,8,Semestral,2021-06-01,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.299176+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,931,115844,INGENIERIA ELECTRONICA Y TELECOMUNICACIONES,Activo,Pregrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Sin información,Sin clasificar,159.0,9,Semestral,2021-09-09,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.299299+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,1601,115863,INGENIERIA ELECTRONICA Y TELECOMUNICACIONES,Activo,Pregrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Sin información,Sin clasificar,159.0,9,Semestral,2021-09-09,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.299417+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,93,111056,INGENIERIA INDUSTRIAL,Activo,Pregrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Ingeniería, arquitectura, urbanismo y afines",Ingeniería industrial y afines,155.0,9,Semestral,2019-12-18,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.299652+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,16,110364,INGENIERIA INFORMATICA,Activo,Pregrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Ingeniería, arquitectura, urbanismo y afines","Ingeniería de sistemas, telemática y afines",156.0,9,Semestral,2021-07-21,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.299771+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,34,110417,INGENIERIA MULTIMEDIA,Activo,Pregrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,"Ingeniería, arquitectura, urbanismo y afines","Ingeniería de sistemas, telemática y afines",160.0,9,Semestral,2021-08-06,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.299888+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,116416,MAESTRÍA EN COMUNICACIÓN DIGITAL,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Sin información,Sin clasificar,42.0,3,Semestral,2023-12-07,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.300008+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,108884,MAESTRÍA EN ESTUDIOS CULTURALES,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Ciencias sociales y humanas,"Sociología, trabajo social y afines",44.0,4,Semestral,2019-12-18,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.300125+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD AUTONOMA DE OCCIDENTE,1830,1830,,108273,MAESTRÍA EN GESTIÓN AMBIENTAL Y DESARROLLO SOSTENIBLE,Activo,Posgrado,Virtual,Registro calificado,Santiago de Cali,Valle del Cauca,,Matemáticas y ciencias naturales,"Geología, otros programas de ciencias naturales",42.0,4,Semestral,2019-08-27,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.300245+00:00,HECAA - Ministerio de Educación Nacional
